Fecha;Fase;Temp_suelo_est_C;GDU_acumulado;Altura_planta_m;ETo_calculada;KC_calculada;ETc_calculada;Precipitacion_Observada_mm;Riego_Recomendado_mm;Agotamiento_Raiz_Dr_mm;Percolacion_Profunda_mm
28/06/2011;Fase de Desarrollo (V5-V12);22,20;445,86;1,00;5,81;1,20;6,97;0,58;7,53;0,00;1,14
29/06/2011;Fase de Desarrollo (V5-V12);20,37;452,23;1,04;5,45;1,20;6,54;0,00;7,40;0,00;0,86
30/06/2011;Fase de Desarrollo (V5-V12);18,11;459,80;1,09;5,44;1,20;6,53;0,38;7,56;0,00;1,42
01/07/2011;Fase de Desarrollo (V5-V12);16,39;468,50;1,14;5,47;1,20;6,56;0,28;8,38;0,00;2,09
02/07/2011;Fase de Desarrollo (V5-V12);16,87;478,82;1,21;6,35;1,20;7,62;0,75;5,45;1,42;0,00
03/07/2011;Fase de Desarrollo (V5-V12);17,76;488,75;1,27;5,28;1,20;6,34;2,99;9,64;0,00;4,88
04/07/2011;Fase de Desarrollo (V5-V12);18,59;497,12;1,32;5,77;1,20;6,92;0,00;8,99;0,00;2,06
05/07/2011;Fase de Desarrollo (V5-V12);18,93;505,84;1,38;6,07;1,20;7,28;0,00;9,31;0,00;2,03
06/07/2011;Fase de Desarrollo (V5-V12);17,81;512,53;1,42;5,96;1,21;7,18;0,00;8,68;0,00;1,49
07/07/2011;Fase de Desarrollo (V5-V12);16,54;516,30;1,45;5,08;1,24;6,32;0,55;6,07;0,00;0,29
08/07/2011;Fase de Desarrollo (V5-V12);15,68;522,27;1,48;4,34;1,20;5,21;1,26;5,41;0,00;1,47
09/07/2011;Fase de Desarrollo (V5-V12);15,44;530,37;1,53;4,39;1,20;5,27;1,61;7,81;0,00;4,15
10/07/2011;Fase de Desarrollo (V5-V12);15,88;538,35;1,58;5,16;1,20;6,19;0,00;8,99;0,00;2,80
11/07/2011;Fase de Desarrollo (V5-V12);17,42;547,54;1,64;5,65;1,20;6,78;0,28;0,00;6,50;0,00
12/07/2011;Fase de Desarrollo (V5-V12);17,33;551,70;1,67;2,84;1,20;3,41;8,97;12,41;0,00;11,47
13/07/2011;Fase de Desarrollo (V5-V12);16,41;556,11;1,70;4,07;1,20;4,88;1,05;7,69;0,00;3,85
14/07/2011;Fase de Desarrollo (V5-V12);15,80;562,51;1,74;4,84;1,20;5,81;0,17;8,93;0,00;3,29
15/07/2011;Fase de Desarrollo (V5-V12);15,49;570,58;1,79;5,38;1,20;6,46;0,00;10,07;0,00;3,62
16/07/2011;Fase de Desarrollo (V5-V12);16,61;579,84;1,84;5,96;1,20;7,15;0,00;10,04;0,00;2,89
17/07/2011;Fase de Desarrollo (V5-V12);16,84;584,51;1,87;5,14;1,20;6,17;0,00;8,73;0,00;2,57
18/07/2011;Fase de Desarrollo (V5-V12);16,44;590,00;1,91;4,43;1,20;5,32;0,41;8,96;0,00;4,05
19/07/2011;Fase de Desarrollo (V5-V12);15,73;595,34;1,94;5,28;1,20;6,34;0,18;10,72;0,00;4,57
20/07/2011;Fase de Desarrollo (V5-V12);15,08;602,84;1,99;6,23;1,20;7,48;0,79;10,97;0,00;4,29
21/07/2011;Fase de Desarrollo (V5-V12);15,32;609,61;2,03;5,38;1,20;6,46;0,00;9,94;0,00;3,49
22/07/2011;Fase de Desarrollo (V5-V12);15,50;616,12;2,07;5,01;1,20;6,01;0,42;9,59;0,00;4,00
23/07/2011;Fase de Desarrollo (V5-V12);15,38;623,28;2,12;4,89;1,20;5,87;0,04;9,07;0,00;3,25
24/07/2011;Fase de Desarrollo (V5-V12);15,38;630,15;2,16;4,36;1,20;5,23;0,00;9,69;0,00;4,46
25/07/2011;Fase de Desarrollo (V5-V12);16,13;638,54;2,21;5,40;1,20;6,48;0,00;11,33;0,00;4,85
26/07/2011;Fase de Desarrollo (V5-V12);17,20;647,27;2,27;5,84;1,20;7,01;0,06;11,41;0,00;4,46
27/07/2011;Fase de Desarrollo (V5-V12);17,83;655,21;2,32;5,31;1,20;6,37;0,00;10,96;0,00;4,59
28/07/2011;Fase de Madurez (V13-R3);18,04;663,38;2,37;5,26;1,20;6,31;0,12;10,54;0,00;4,36
29/07/2011;Fase de Madurez (V13-R3);18,12;672,22;2,43;4,78;1,20;5,74;0,24;10,82;0,00;5,33
30/07/2011;Fase de Madurez (V13-R3);18,25;681,90;2,49;5,50;1,20;6,60;0,71;11,51;0,00;5,62
31/07/2011;Fase de Madurez (V13-R3);18,91;691,29;2,55;5,41;1,20;6,49;0,00;9,27;0,00;2,77
01/08/2011;Fase de Madurez (V13-R3);19,57;700,34;2,60;4,30;1,20;5,16;1,10;1,57;2,49;0,00
02/08/2011;Fase de Madurez (V13-R3);19,15;707,70;2,60;2,84;1,20;3,41;2,58;10,74;0,00;7,42
03/08/2011;Fase de Madurez (V13-R3);18,84;715,52;2,60;4,93;1,20;5,92;0,00;10,93;0,00;5,02
04/08/2011;Fase de Madurez (V13-R3);18,94;725,64;2,60;5,35;1,20;6,42;0,37;10,90;0,00;4,85
05/08/2011;Fase de Madurez (V13-R3);18,84;734,96;2,60;4,87;1,20;5,84;0,56;9,19;0,00;3,90
06/08/2011;Fase de Madurez (V13-R3);18,95;742,71;2,60;4,29;1,20;5,15;0,49;10,07;0,00;5,41
07/08/2011;Fase de Madurez (V13-R3);18,33;749,55;2,60;5,12;1,20;6,14;0,01;10,85;0,00;4,72
08/08/2011;Fase de Madurez (V13-R3);17,19;756,45;2,60;5,00;1,20;6,00;0,78;10,48;0,00;5,26
09/08/2011;Fase de Madurez (V13-R3);16,18;763,82;2,60;4,76;1,20;5,71;0,10;10,53;0,00;4,92
10/08/2011;Fase de Madurez (V13-R3);15,90;772,50;2,60;5,03;1,20;6,04;0,00;11,78;0,00;5,75
11/08/2011;Fase de Madurez (V13-R3);16,99;782,50;2,60;5,90;1,20;7,08;0,00;12,49;0,00;5,41
12/08/2011;Fase de Madurez (V13-R3);18,39;792,54;2,60;5,66;1,20;6,79;0,45;12,12;0,00;5,78
13/08/2011;Fase de Madurez (V13-R3);19,86;803,50;2,60;5,53;1,23;6,82;0,32;10,87;0,00;4,38
14/08/2011;Fase de Madurez (V13-R3);20,79;815,15;2,60;4,48;1,27;5,67;0,00;10,11;0,00;4,43
15/08/2011;Fase de Madurez (V13-R3);20,85;826,30;2,60;4,80;1,30;6,24;0,00;11,28;0,00;5,04
16/08/2011;Fase de Madurez (V13-R3);21,09;837,81;2,60;5,53;1,33;7,37;0,00;12,01;0,00;4,64
17/08/2011;Fase de Madurez (V13-R3);21,00;848,90;2,60;5,44;1,37;7,43;0,28;11,71;0,00;4,55
18/08/2011;Fase de Madurez (V13-R3);20,92;858,93;2,60;5,23;1,40;7,32;0,26;11,71;0,00;4,64
19/08/2011;Fase de Madurez (V13-R3);21,25;870,31;2,60;5,41;1,43;7,75;0,37;9,32;0,00;1,94
20/08/2011;Fase de Madurez (V13-R3);21,29;882,95;2,60;4,49;1,47;6,59;0,63;0,00;5,95;0,00
21/08/2011;Fase de Madurez (V13-R3);20,57;892,94;2,60;2,87;1,50;4,30;12,07;3,95;0,00;5,76
22/08/2011;Fase de Madurez (V13-R3);19,70;900,92;2,60;2,90;1,53;4,45;9,61;6,23;0,00;11,40
23/08/2011;Fase de Madurez (V13-R3);18,42;908,01;2,60;2,71;1,57;4,25;0,00;7,68;0,00;3,43
24/08/2011;Fase de Madurez (V13-R3);17,12;916,10;2,60;4,19;1,60;6,70;0,00;8,96;0,00;2,26
25/08/2011;Fase de Madurez (V13-R3);16,73;922,79;2,60;3,85;1,63;6,29;0,00;9,01;0,00;2,72
26/08/2011;Fase de Madurez (V13-R3);15,76;926,77;2,60;4,22;1,67;7,03;0,72;9,06;0,00;2,75
27/08/2011;Fase de Madurez (V13-R3);14,58;932,31;2,60;3,89;1,70;6,61;0,64;9,22;0,00;3,24
28/08/2011;Fase de Madurez (V13-R3);14,01;939,61;2,60;4,35;1,73;7,54;0,00;9,65;0,00;2,11
29/08/2011;Fase de Madurez (V13-R3);13,84;946,95;2,60;4,26;1,77;7,53;0,00;9,58;0,00;2,05
30/08/2011;Fase de Madurez (V13-R3);14,81;954,59;2,60;4,27;1,80;7,69;0,18;8,60;0,00;1,10
31/08/2011;Fase de Madurez (V13-R3);15,83;961,22;2,60;3,38;1,83;6,20;0,50;0,32;5,38;0,00
01/09/2011;Fase de Madurez (V13-R3);16,01;966,97;2,60;2,05;1,87;3,83;5,78;11,52;0,00;8,09
02/09/2011;Fase de Madurez (V13-R3);16,00;972,76;2,60;3,39;1,90;6,44;0,06;8,05;0,00;1,67
03/09/2011;Fase de Madurez (V13-R3);15,79;979,13;2,60;3,74;1,93;7,23;0,00;7,94;0,00;0,71
04/09/2011;Fase de Madurez (V13-R3);15,54;984,24;2,60;3,28;1,97;6,45;0,00;7,94;0,00;1,49
05/09/2011;Fase de Madurez (V13-R3);15,14;989,85;2,60;3,73;2,00;7,46;0,01;8,72;0,00;1,26
06/09/2011;Fase de Madurez (V13-R3);15,04;997,51;2,60;3,96;2,03;8,05;0,14;9,40;0,00;1,49
07/09/2011;Fase de Madurez (V13-R3);15,34;1005,92;2,60;4,32;2,07;8,93;0,34;9,60;0,00;1,02
08/09/2011;Fase de Madurez (V13-R3);16,13;1014,42;2,60;4,12;2,10;8,65;0,00;10,03;0,00;1,38
09/09/2011;Fase de Madurez (V13-R3);17,34;1023,94;2,60;4,68;2,13;9,98;0,11;9,69;0,19;0,00
10/09/2011;Fase de Madurez (V13-R3);17,59;1031,48;2,60;3,80;2,17;8,23;0,00;7,54;0,89;0,00
11/09/2011;Fase de Madurez (V13-R3);17,17;1037,11;2,60;2,62;2,20;5,76;0,63;8,20;0,00;2,18
12/09/2011;Fase de Madurez (V13-R3);17,07;1045,41;2,60;3,76;1,06;3,99;0,93;9,14;0,00;6,08
13/09/2011;Fase de Madurez (V13-R3);17,06;1054,62;2,60;4,20;1,09;4,59;0,29;9,35;0,00;5,05
14/09/2011;Fase de Madurez (V13-R3);17,44;1063,96;2,60;3,93;1,06;4,18;0,37;8,76;0,00;4,96
15/09/2011;Fase de Madurez (V13-R3);18,42;1074,01;2,60;3,67;1,09;4,00;0,22;6,00;0,00;2,22
16/09/2011;Fase de Madurez (V13-R3);18,34;1082,63;2,60;2,74;1,05;2,88;1,10;7,95;0,00;6,17
17/09/2011;Fase de Madurez (V13-R3);17,70;1089,54;2,60;4,13;1,11;4,60;0,47;9,05;0,00;4,92
18/09/2011;Fase de Madurez (V13-R3);16,22;1093,25;2,60;3,68;1,19;4,39;0,00;7,74;0,00;3,34
19/09/2011;Fase de Madurez (V13-R3);14,08;1098,45;2,60;2,99;1,09;3,25;0,00;7,39;0,00;4,14
20/09/2011;Fase de Madurez (V13-R3);13,08;1105,79;2,60;3,37;1,08;3,65;0,00;8,25;0,00;4,59
21/09/2011;Fase de Madurez (V13-R3);13,17;1114,10;2,60;3,72;1,12;4,18;0,00;8,04;0,00;3,86
22/09/2011;Fase de Madurez (V13-R3);14,02;1121,50;2,60;3,18;1,08;3,43;0,00;7,81;0,00;4,38
23/09/2011;Fase de Madurez (V13-R3);15,12;1128,44;2,60;3,51;1,09;3,81;0,00;7,70;0,00;3,90
24/09/2011;Fase de Madurez (V13-R3);15,15;1134,31;2,60;3,08;1,08;3,31;0,00;7,00;0,00;3,69
25/09/2011;Fase de Madurez (V13-R3);14,61;1141,14;2,60;2,90;1,07;3,10;0,00;7,17;0,00;4,08
26/09/2011;Fase de Madurez (V13-R3);14,73;1148,98;2,60;3,22;1,09;3,52;0,50;7,25;0,00;4,23
27/09/2011;Fase de Madurez (V13-R3);15,08;1156,59;2,60;2,95;1,10;3,24;0,17;6,32;0,00;3,25
28/09/2011;Fase de Madurez (V13-R3);15,91;1163,57;2,60;2,42;1,10;2,66;0,03;6,36;0,00;3,74
29/09/2011;Fase de Madurez (V13-R3);16,77;1171,83;2,60;2,98;1,11;3,30;0,74;7,52;0,00;4,96
30/09/2011;Fase de Madurez (V13-R3);16,86;1179,33;2,60;3,39;1,14;3,86;0,56;8,13;0,00;4,83
01/10/2011;Fase de Madurez (V13-R3);16,65;1186,70;2,60;3,49;1,14;3,97;0,80;7,73;0,00;4,56
02/10/2011;Fase de Madurez (V13-R3);16,21;1194,24;2,60;3,04;1,10;3,35;0,75;7,90;0,00;5,29
03/10/2011;Fase de Madurez (V13-R3);15,77;1202,92;2,60;3,62;1,13;4,09;0,28;8,01;0,00;4,19
04/10/2011;Fase de Madurez (V13-R3);15,56;1211,10;2,60;3,12;1,11;3,45;0,00;7,62;0,00;4,17
05/10/2011;Fase de Madurez (V13-R3);15,64;1219,95;2,60;3,28;1,12;3,67;0,00;8,93;0,00;5,26
06/10/2011;Fase de Madurez (V13-R3);15,75;1227,88;2,60;4,21;1,17;4,94;0,48;8,66;0,00;4,20
07/10/2011;Fase de Madurez (V13-R3);14,83;1231,87;2,60;3,04;1,16;3,52;0,00;6,38;0,00;2,86
08/10/2011;Fase de Madurez (V13-R3);13,57;1236,93;2,60;2,30;1,08;2,49;0,37;5,48;0,00;3,37
09/10/2011;Fase de Madurez (V13-R3);12,13;1242,46;2,60;2,28;1,08;2,47;0,61;6,12;0,00;4,26
10/10/2011;Fase Final (R4-R5);11,64;1250,30;2,60;2,83;1,11;3,14;0,15;6,86;0,00;3,87
11/10/2011;Fase Final (R4-R5);12,13;1259,07;2,60;2,89;1,12;3,22;1,20;7,15;0,00;5,12
12/10/2011;Fase Final (R4-R5);13,24;1268,08;2,60;3,12;1,13;3,52;0,00;7,71;0,00;4,20
13/10/2011;Fase Final (R4-R5);14,45;1277,13;2,60;3,42;1,15;3,93;0,00;7,10;0,00;3,17
14/10/2011;Fase Final (R4-R5);14,40;1284,93;2,60;2,65;1,12;2,98;0,00;6,04;0,00;3,07
15/10/2011;Fase Final (R4-R5);14,02;1292,27;2,60;2,56;1,13;2,89;0,00;5,99;0,00;3,10
16/10/2011;Fase Final (R4-R5);13,40;1299,07;2,60;2,64;1,15;3,02;0,24;6,19;0,00;3,40
17/10/2011;Fase Final (R4-R5);12,64;1305,97;2,60;2,77;1,14;3,17;0,29;6,38;0,00;3,51
18/10/2011;Fase Final (R4-R5);12,30;1312,62;2,60;2,85;1,15;3,28;0,59;6,18;0,00;3,49
19/10/2011;Fase Final (R4-R5);12,24;1317,18;2,60;2,63;1,13;2,98;0,08;4,59;0,00;1,69
20/10/2011;Fase Final (R4-R5);10,69;1319,23;2,60;1,46;1,04;1,52;0,41;3,52;0,00;2,41
21/10/2011;Fase Final (R4-R5);8,99;1321,71;2,60;1,68;1,07;1,80;0,00;3,89;0,00;2,10
22/10/2011;Fase Final (R4-R5);7,85;1326,02;2,60;1,80;1,08;1,94;0,00;2,94;0,00;1,00
23/10/2011;Fase Final (R4-R5);7,41;1328,79;2,60;1,74;1,11;1,93;0,84;0,00;1,09;0,00
24/10/2011;Fase Final (R4-R5);8,12;1329,85;2,60;1,91;1,15;2,20;9,44;2,35;0,00;8,50
25/10/2011;Fase Final (R4-R5);8,22;1329,88;2,60;1,21;1,05;1,27;3,47;0,00;0,00;2,20
26/10/2011;Fase Final (R4-R5);8,40;1330,30;2,60;0,77;1,09;0,84;20,18;0,22;0,00;19,56
27/10/2011;Fase Final (R4-R5);8,24;1332,22;2,60;1,23;1,06;1,30;2,78;2,91;0,00;4,38
28/10/2011;Fase Final (R4-R5);7,89;1334,93;2,60;1,58;1,06;1,68;0,00;3,10;0,00;1,42
29/10/2011;Fase Final (R4-R5);8,12;1337,60;2,60;1,23;1,02;1,25;0,04;2,84;0,00;1,63
30/10/2011;Fase Final (R4-R5);7,92;1341,14;2,60;1,35;1,04;1,40;0,17;0,00;1,24;0,00
31/10/2011;Fase Final (R4-R5);7,70;1343,92;2,60;1,17;1,04;1,21;10,69;1,89;0,00;10,13
01/11/2011;Fase Final (R4-R5);7,92;1345,58;2,60;0,89;1,00;0,89;1,26;0,00;0,00;0,37
02/11/2011;Fase Final (R4-R5);9,10;1347,04;2,60;0,86;1,08;0,93;17,02;0,00;0,00;16,09
03/11/2011;Fase Final (R4-R5);9,38;1347,52;2,60;1,09;1,11;1,21;6,17;1,16;0,00;6,12
04/11/2011;Fase Final (R4-R5);8,90;1348,10;2,60;1,08;1,05;1,13;1,05;2,80;0,00;2,71
05/11/2011;Fase Final (R4-R5);8,52;1348,75;2,60;1,49;1,15;1,71;0,59;3,47;0,00;2,35
06/11/2011;Fase Final (R4-R5);7,38;1349,53;2,60;1,70;1,15;1,96;0,03;3,40;0,00;1,47
07/11/2011;Fase Final (R4-R5);7,23;1352,82;2,60;1,43;1,07;1,53;0,00;0,12;1,41;0,00
08/11/2011;Fase Final (R4-R5);6,80;1352,82;2,60;0,71;0,99;0,70;2,77;0,00;0,00;0,66
09/11/2011;Fase Final (R4-R5);7,36;1353,76;2,60;0,56;1,00;0,56;2,46;0,04;0,00;1,94
10/11/2011;Fase Final (R4-R5);8,00;1355,07;2,60;0,77;1,01;0,78;0,79;0,00;0,00;0,02
11/11/2011;Fase Final (R4-R5);8,84;1356,49;2,60;0,74;1,05;0,78;4,54;1,76;0,00;5,53
12/11/2011;Fase Final (R4-R5);10,71;1360,21;2,60;1,45;1,11;1,61;0,45;2,80;0,00;1,65
13/11/2011;Fase Final (R4-R5);11,06;1362,43;2,60;1,16;1,08;1,25;0,00;0,00;1,25;0,00
14/11/2011;Fase Final (R4-R5);10,97;1362,71;2,60;0,71;1,07;0,76;4,52;0,00;0,00;2,50
15/11/2011;Fase Final (R4-R5);9,85;1362,71;2,60;0,56;1,01;0,57;7,40;0,73;0,00;7,57
16/11/2011;Fase Final (R4-R5);8,52;1363,72;2,60;0,87;1,03;0,89;0,93;1,70;0,00;1,73
17/11/2011;Fase Final (R4-R5);7,34;1365,01;2,60;0,72;1,00;0,72;0,51;1,36;0,00;1,15
18/11/2011;Fase Final (R4-R5);6,59;1365,01;2,60;0,55;0,99;0,54;0,81;0,00;0,00;0,26
19/11/2011;Fase Final (R4-R5);6,85;1365,01;2,60;0,57;1,02;0,58;3,25;0,00;0,00;2,67
20/11/2011;Fase Final (R4-R5);7,23;1366,12;2,60;0,75;1,03;0,78;1,80;1,25;0,00;2,27
21/11/2011;Fase Final (R4-R5);8,01;1366,97;2,60;0,61;1,00;0,61;0,67;1,64;0,00;1,70
22/11/2011;Fase Final (R4-R5);8,61;1368,49;2,60;0,93;1,05;0,98;0,45;1,87;0,00;1,35
23/11/2011;Fase Final (R4-R5);8,59;1370,82;2,60;0,83;1,03;0,85;0,00;1,57;0,00;0,72
24/11/2011;Fase Final (R4-R5);7,70;1372,66;2,60;0,84;1,02;0,86;0,27;1,59;0,00;1,00
25/11/2011;Fase Final (R4-R5);6,65;1374,86;2,60;0,85;1,01;0,86;0,47;1,53;0,00;1,14
26/11/2011;Fase Final (R4-R5);5,67;1376,77;2,60;0,60;1,00;0,60;0,00;1,33;0,00;0,73
27/11/2011;Fase Final (R4-R5);4,90;1379,65;2,60;0,85;1,01;0,86;0,95;1,36;0,00;1,45
28/11/2011;Fase Final (R4-R5);4,35;1380,86;2,60;0,63;1,01;0,63;0,00;0,89;0,00;0,26
29/11/2011;Fase Final (R4-R5);3,79;1380,86;2,60;0,41;0,97;0,40;0,69;0,72;0,00;1,01
30/11/2011;Fase Final (R4-R5);3,96;1380,86;2,60;0,47;0,97;0,46;0,00;0,73;0,00;0,28
01/12/2011;Fase Final (R4-R5);3,90;1380,86;2,60;0,42;1,02;0,43;0,15;0,00;0,28;0,00
02/12/2011;Barbecho / Sin cultivo;4,04;0,00;0,00;0,97;0,00;0,00;2,00;0,00;0,00;0,00
03/12/2011;Barbecho / Sin cultivo;4,35;0,00;0,00;0,70;0,00;0,00;0,00;0,00;0,00;0,00
04/12/2011;Barbecho / Sin cultivo;4,49;0,00;0,00;0,68;0,00;0,00;0,00;0,00;0,00;0,00
05/12/2011;Barbecho / Sin cultivo;5,62;0,00;0,00;0,94;0,00;0,00;0,00;0,00;0,00;0,00
06/12/2011;Barbecho / Sin cultivo;6,27;0,00;0,00;0,89;0,00;0,00;0,00;0,00;0,00;0,00
07/12/2011;Barbecho / Sin cultivo;6,65;0,00;0,00;0,74;0,00;0,00;0,00;0,00;0,00;0,00
08/12/2011;Barbecho / Sin cultivo;6,03;0,00;0,00;0,45;0,00;0,00;0,20;0,00;0,00;0,00
09/12/2011;Barbecho / Sin cultivo;4,26;0,00;0,00;0,30;0,00;0,00;0,20;0,00;0,00;0,00
10/12/2011;Barbecho / Sin cultivo;3,68;0,00;0,00;0,32;0,00;0,00;5,60;0,00;0,00;0,00
11/12/2011;Barbecho / Sin cultivo;3,51;0,00;0,00;0,47;0,00;0,00;0,00;0,00;0,00;0,00
12/12/2011;Barbecho / Sin cultivo;3,99;0,00;0,00;0,76;0,00;0,00;0,20;0,00;0,00;0,00
13/12/2011;Barbecho / Sin cultivo;5,18;0,00;0,00;0,69;0,00;0,00;0,20;0,00;0,00;0,00
14/12/2011;Barbecho / Sin cultivo;5,67;0,00;0,00;1,18;0,00;0,00;0,00;0,00;0,00;0,00
15/12/2011;Barbecho / Sin cultivo;6,12;0,00;0,00;1,11;0,00;0,00;0,60;0,00;0,00;0,00
16/12/2011;Barbecho / Sin cultivo;6,68;0,00;0,00;1,94;0,00;0,00;0,20;0,00;0,00;0,00
17/12/2011;Barbecho / Sin cultivo;5,64;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
18/12/2011;Barbecho / Sin cultivo;4,37;0,00;0,00;0,79;0,00;0,00;0,00;0,00;0,00;0,00
19/12/2011;Barbecho / Sin cultivo;3,03;0,00;0,00;0,72;0,00;0,00;0,20;0,00;0,00;0,00
20/12/2011;Barbecho / Sin cultivo;2,69;0,00;0,00;0,75;0,00;0,00;0,00;0,00;0,00;0,00
21/12/2011;Barbecho / Sin cultivo;3,77;0,00;0,00;0,88;0,00;0,00;0,00;0,00;0,00;0,00
22/12/2011;Barbecho / Sin cultivo;4,14;0,00;0,00;0,31;0,00;0,00;0,40;0,00;0,00;0,00
23/12/2011;Barbecho / Sin cultivo;3,86;0,00;0,00;0,22;0,00;0,00;0,20;0,00;0,00;0,00
24/12/2011;Barbecho / Sin cultivo;2,38;0,00;0,00;0,35;0,00;0,00;0,20;0,00;0,00;0,00
25/12/2011;Barbecho / Sin cultivo;0,73;0,00;0,00;0,58;0,00;0,00;0,20;0,00;0,00;0,00
26/12/2011;Barbecho / Sin cultivo;0,44;0,00;0,00;0,91;0,00;0,00;0,00;0,00;0,00;0,00
27/12/2011;Barbecho / Sin cultivo;0,68;0,00;0,00;0,63;0,00;0,00;0,20;0,00;0,00;0,00
28/12/2011;Barbecho / Sin cultivo;1,16;0,00;0,00;0,77;0,00;0,00;0,00;0,00;0,00;0,00
29/12/2011;Barbecho / Sin cultivo;1,41;0,00;0,00;0,69;0,00;0,00;0,00;0,00;0,00;0,00
30/12/2011;Barbecho / Sin cultivo;0,99;0,00;0,00;0,46;0,00;0,00;0,20;0,00;0,00;0,00
31/12/2011;Barbecho / Sin cultivo;2,20;0,00;0,00;0,89;0,00;0,00;0,00;0,00;0,00;0,00
01/01/2012;Barbecho / Sin cultivo;2,51;0,00;0,00;0,38;0,00;0,00;1,00;0,00;0,00;0,00
02/01/2012;Barbecho / Sin cultivo;3,23;0,00;0,00;0,79;0,00;0,00;0,00;0,00;0,00;0,00
03/01/2012;Barbecho / Sin cultivo;3,93;0,00;0,00;0,62;0,00;0,00;0,00;0,00;0,00;0,00
04/01/2012;Barbecho / Sin cultivo;4,25;0,00;0,00;0,87;0,00;0,00;0,00;0,00;0,00;0,00
05/01/2012;Barbecho / Sin cultivo;4,62;0,00;0,00;1,16;0,00;0,00;0,40;0,00;0,00;0,00
06/01/2012;Barbecho / Sin cultivo;5,19;0,00;0,00;1,14;0,00;0,00;0,00;0,00;0,00;0,00
07/01/2012;Barbecho / Sin cultivo;5,06;0,00;0,00;0,49;0,00;0,00;0,00;0,00;0,00;0,00
08/01/2012;Barbecho / Sin cultivo;3,29;0,00;0,00;0,29;0,00;0,00;0,40;0,00;0,00;0,00
09/01/2012;Barbecho / Sin cultivo;2,38;0,00;0,00;0,54;0,00;0,00;0,00;0,00;0,00;0,00
10/01/2012;Barbecho / Sin cultivo;1,09;0,00;0,00;0,76;0,00;0,00;0,20;0,00;0,00;0,00
11/01/2012;Barbecho / Sin cultivo;0,48;0,00;0,00;0,49;0,00;0,00;0,20;0,00;0,00;0,00
12/01/2012;Barbecho / Sin cultivo;0,48;0,00;0,00;0,70;0,00;0,00;0,00;0,00;0,00;0,00
13/01/2012;Barbecho / Sin cultivo;0,31;0,00;0,00;0,53;0,00;0,00;0,00;0,00;0,00;0,00
14/01/2012;Barbecho / Sin cultivo;-0,24;0,00;0,00;0,49;0,00;0,00;0,20;0,00;0,00;0,00
15/01/2012;Barbecho / Sin cultivo;-0,00;0,00;0,00;0,32;0,00;0,00;1,40;0,00;0,00;0,00
16/01/2012;Barbecho / Sin cultivo;0,55;0,00;0,00;1,01;0,00;0,00;0,20;0,00;0,00;0,00
17/01/2012;Barbecho / Sin cultivo;0,59;0,00;0,00;0,61;0,00;0,00;0,00;0,00;0,00;0,00
18/01/2012;Barbecho / Sin cultivo;1,04;0,00;0,00;0,54;0,00;0,00;0,20;0,00;0,00;0,00
19/01/2012;Barbecho / Sin cultivo;1,67;0,00;0,00;0,62;0,00;0,00;0,00;0,00;0,00;0,00
20/01/2012;Barbecho / Sin cultivo;2,34;0,00;0,00;0,93;0,00;0,00;0,20;0,00;0,00;0,00
21/01/2012;Barbecho / Sin cultivo;3,34;0,00;0,00;1,03;0,00;0,00;0,00;0,00;0,00;0,00
22/01/2012;Barbecho / Sin cultivo;3,50;0,00;0,00;0,34;0,00;0,00;0,40;0,00;0,00;0,00
23/01/2012;Barbecho / Sin cultivo;3,27;0,00;0,00;0,63;0,00;0,00;0,00;0,00;0,00;0,00
24/01/2012;Barbecho / Sin cultivo;2,55;0,00;0,00;0,81;0,00;0,00;0,20;0,00;0,00;0,00
25/01/2012;Barbecho / Sin cultivo;1,80;0,00;0,00;0,93;0,00;0,00;0,20;0,00;0,00;0,00
26/01/2012;Barbecho / Sin cultivo;1,43;0,00;0,00;0,41;0,00;0,00;1,60;0,00;0,00;0,00
27/01/2012;Barbecho / Sin cultivo;1,34;0,00;0,00;1,08;0,00;0,00;0,00;0,00;0,00;0,00
28/01/2012;Barbecho / Sin cultivo;0,98;0,00;0,00;1,19;0,00;0,00;0,00;0,00;0,00;0,00
29/01/2012;Barbecho / Sin cultivo;0,93;0,00;0,00;1,40;0,00;0,00;0,00;0,00;0,00;0,00
30/01/2012;Barbecho / Sin cultivo;0,76;0,00;0,00;0,86;0,00;0,00;0,00;0,00;0,00;0,00
31/01/2012;Barbecho / Sin cultivo;0,84;0,00;0,00;1,51;0,00;0,00;0,00;0,00;0,00;0,00
01/02/2012;Barbecho / Sin cultivo;1,63;0,00;0,00;1,47;0,00;0,00;0,00;0,00;0,00;0,00
02/02/2012;Barbecho / Sin cultivo;0,84;0,00;0,00;1,35;0,00;0,00;0,00;0,00;0,00;0,00
03/02/2012;Barbecho / Sin cultivo;0,42;0,00;0,00;1,41;0,00;0,00;0,00;0,00;0,00;0,00
04/02/2012;Barbecho / Sin cultivo;-0,68;0,00;0,00;1,38;0,00;0,00;0,00;0,00;0,00;0,00
05/02/2012;Barbecho / Sin cultivo;-0,54;0,00;0,00;1,99;0,00;0,00;0,00;0,00;0,00;0,00
06/02/2012;Barbecho / Sin cultivo;1,43;0,00;0,00;1,84;0,00;0,00;0,00;0,00;0,00;0,00
07/02/2012;Barbecho / Sin cultivo;3,25;0,00;0,00;2,11;0,00;0,00;0,00;0,00;0,00;0,00
